Name,Tooth ID,Day 0,Day 30,Day 60,Rostral_0,Buccal_0,Distal_0,Palatal_0,Gingival Recession_0,Bleeding Assessment_0,Aver_Day0,Rostral_30,Buccal_30,Distal_30,Palatal_30,Gingival Recession_30,Bleeding Assessment_30,Aver_Day30,Rostral_60,Buccal_60,Distal_60,Palatal_60,Gingival Recession_60,Bleeding Assessment_60,Aver_Day60
Blue,406,0,30,60,2,1,2,1,0,2,1.5,2,1,1,1,0,2,1.25,2,1,1,2,0,2,1.5
Blue,405,0,30,60,1,1,2,1,0,2,1.25,3,2,3,1,0,0,2.25,3,3,3,3,0,2,3
Blue,404,0,30,60,2,2,1,2,0,2,1.75,2,2,2,4,0,2,2.5,3,3,3,4,0,2,3.25
Blue,403,0,30,60,1,1,2,4,0,2,2,1,1,3,4,0,2,2.25,2,1,3,4,0,2,2.5
Blue,402,0,30,60,2,1,2,2,0,2,1.75,2,1,3,2,0,2,2,3,1,3,2,0,2,2.25
Blue,401,0,30,60,,,,,,,0,,,,,,,0,,,,,,,0
Blue,301,0,30,60,3,1,4,1,1,2,2.25,3,2,4,2,0,2,2.75,3,2,4,2,0,2,2.75
Blue,302,0,30,60,4,2,4,2,0,2,3,4,2,4,3,0,2,3.25,4,3,4,3,0,2,3.5
Blue,303,0,30,60,3,1,3,4,0,2,2.75,3,1,4,4,0,2,3,4,2,4,5,0,2,3.75
Blue,304,0,30,60,3,1,2,2,0,2,2,3,1,2,3,0,2,2.25,2,2,3,4,0,2,2.75
Blue,305,0,30,60,1,1,1,1,0,2,1,2,2,3,2,0,2,2.25,2,2,3,3,0,2,2.5
Blue,306,0,30,60,1,1,1,2,0,2,1.25,1,1,1,2,0,2,1.25,1,1,3,2,0,2,1.75
Blue,307,0,30,60,1,1,1,1,0,2,1,2,1,2,1,0,2,1.5,2,1,2,1,0,2,1.5
Blue,308,0,30,60,1,1,2,2,0,2,1.5,1,1,3,3,0,2,2,1,1,3,3,0,2,2
Blue,309,0,30,60,1,1,1,1,0,2,1,3,1,1,1,0,2,1.5,3,1,1,1,0,2,1.5
Blue,310,0,30,60,1,1,3,1,0,2,1.5,1,2,4,2,0,2,2.25,1,4,4,2,0,2,2.75
Blue,311,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
Bruno,110,0,30,60,1,1,1,1,0,2,1,2,1,1,2,0,2,1.5,2,2,2,2,0,2,2
Bruno,109,0,30,60,1,1,2,1,0,2,1.25,1,1,2,1,0,2,1.25,2,2,2,1,0,2,1.75
Bruno,108,0,30,60,3,1,1,1,0,2,1.5,3,1,1,1,0,2,1.5,3,2,2,2,0,2,2.25
Bruno,107,0,30,60,1,1,3,1,0,2,1.5,3,1,3,1,0,2,2,3,1,3,2,0,2,2.25
Bruno,106,0,30,60,1,1,1,2,0,2,1.25,1,1,1,3,0,2,1.5,1,1,2,3,0,2,1.75
Bruno,105,0,30,60,1,1,1,1,0,2,1,1,1,2,2,0,2,1.5,1,1,3,2,0,2,1.75
Bruno,104,0,30,60,3,1,2,1,0,2,1.75,3,1,2,1,0,2,1.75,3,3,2,1,0,2,2.25
Bruno,103,0,30,60,1,1,1,1,0,2,1,3,2,1,1,0,1,1.75,4,2,1,1,0,2,2
Bruno,102,0,30,60,1,1,1,1,0,2,1,1,1,2,1,0,0,1.25,1,1,3,1,0,2,1.5
Bruno,101,0,30,60,1,1,1,1,0,2,1,1,1,1,2,0,0,1.25,1,1,3,2,0,2,1.75
Bruno,201,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,2,1,1,1,1,2,0,2,1.25
Bruno,202,0,30,60,1,1,1,1,0,2,1,2,1,1,1,0,2,1.25,2,1,1,1,0,2,1.25
Bruno,203,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,2,1,1,1,1,3,0,2,1.5
Bruno,204,0,30,60,1,1,2,1,0,2,1.25,3,1,2,1,0,2,1.75,3,3,3,2,0,2,2.75
Bruno,205,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,2,1,2,2,2,3,0,2,2.25
Bruno,206,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,2,1,3,2,3,3,0,2,2.75
Bruno,207,0,30,60,1,1,3,1,0,2,1.5,3,1,3,2,0,2,2.25,3,1,3,2,0,2,2.25
Bruno,208,0,30,60,3,1,1,1,0,2,1.5,3,1,1,2,0,2,1.75,3,3,3,2,0,1,2.75
Bruno,209,0,30,60,1,3,2,1,0,2,1.75,3,3,2,1,0,2,2.25,3,3,2,2,0,2,2.5
Bruno,210,0,30,60,1,1,1,1,0,2,1,3,2,2,1,0,0,2,3,2,2,3,0,0,2.5
Bruno,411,0,30,60,1,1,1,1,0,0,1,1,1,2,2,0,0,1.5,2,2,2,2,0,0,2
Bruno,410,0,30,60,2,2,2,1,0,2,1.75,2,3,2,1,0,2,2,2,3,2,2,0,0,2.25
Bruno,409,0,30,60,2,1,2,1,0,2,1.5,2,2,2,1,0,2,1.75,3,2,3,1,0,2,2.25
Bruno,408,0,30,60,1,1,2,2,0,2,1.5,1,1,2,3,0,2,1.75,1,2,3,3,0,2,2.25
Bruno,407,0,30,60,1,1,2,1,0,2,1.25,3,1,3,1,0,2,2,3,1,3,3,0,2,2.5
Bruno,406,0,30,60,1,1,2,1,0,2,1.25,1,1,2,2,0,2,1.5,1,1,2,3,0,2,1.75
Bruno,405,0,30,60,1,1,1,1,0,1,1,1,1,1,1,0,2,1,1,2,1,1,0,2,1.25
Bruno,404,0,30,60,1,1,1,1,0,2,1,3,2,3,2,0,2,2.5,4,3,4,3,0,2,3.5
Bruno,403,0,30,60,1,1,3,2,0,2,1.75,3,1,3,3,0,2,2.5,3,1,3,3,0,2,2.5
Bruno,402,0,30,60,3,1,1,1,0,2,1.5,4,1,3,2,0,2,2.5,4,1,3,2,0,2,2.5
Bruno,401,0,30,60,3,1,1,3,0,2,2,3,1,2,3,0,2,2.25,3,1,3,3,0,2,2.5
Bruno,301,0,30,60,1,1,1,2,0,0,1.25,1,1,3,3,0,0,2,1,1,3,3,0,0,2
Bruno,302,0,30,60,1,1,1,1,0,2,1,3,1,3,1,0,0,2,3,1,4,1,0,0,2.25
Bruno,303,0,30,60,1,1,2,1,0,2,1.25,3,1,3,4,0,2,2.75,3,1,4,4,0,0,3
Bruno,304,0,30,60,3,1,3,2,0,2,2.25,4,3,4,2,0,2,3.25,4,4,4,2,0,2,3.5
Bruno,305,0,30,60,2,1,1,1,0,2,1.25,3,2,1,1,0,2,1.75,3,2,1,1,0,2,1.75
Bruno,306,0,30,60,1,1,1,2,0,2,1.25,1,1,1,2,0,2,1.25,2,1,2,3,0,2,2
Bruno,307,0,30,60,1,1,1,1,0,2,1,1,1,2,1,0,2,1.25,2,1,3,2,0,2,2
Bruno,308,0,30,60,1,1,4,4,0,2,2.5,1,1,4,4,0,2,2.5,1,1,4,4,0,2,2.5
Bruno,309,0,30,60,1,1,2,1,0,2,1.25,2,1,2,1,0,2,1.5,3,1,4,1,0,2,2.25
Bruno,310,0,30,60,1,1,1,1,0,2,1,1,2,1,1,0,2,1.25,1,2,1,1,0,2,1.25
Bruno,311,0,30,60,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
