,name,tooth_ID,day_0,day_30,day_60,rostral_day0,buccal_day0,distal_day0,palatal_day0,gingival_recession_day0,bledding_assesment_day0,aver_day0,rostral_day30,buccal_day30,distal_day30,palatal_day30,gingival_recession_day30,bleeding_assesment_day30,aver_day30,rostral_day60,buccal_day60,distal_day60,palatal_day60,gingival_recession_day60,bledding_assesment_day60,aver_day60
89,Maddie,105,0,30,60,1.0,1.0,2.0,1.0,0.0,2.0,1.25,1.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,2.25
90,Maddie,104,0,30,60,3.0,3.0,2.0,1.0,0.0,2.0,2.25,4.0,3.0,3.0,2.0,0.0,2.0,3.0,4.0,3.0,3.0,3.0,0.0,2.0,3.25
91,Maddie,103,0,30,60,2.0,1.0,1.0,2.0,0.0,2.0,1.5,2.0,1.0,1.0,1.0,0.0,2.0,1.25,1.0,1.0,1.0,1.0,0.0,2.0,1.0
92,Maddie,102,0,30,60,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.5,2.0,1.0,2.0,2.0,0.0,2.0,1.75
93,Maddie,101,0,30,60,2.0,1.0,2.0,1.0,0.0,2.0,1.5,2.0,1.0,2.0,1.0,0.0,2.0,1.5,3.0,1.0,3.0,1.0,0.0,2.0,2.0
94,Maddie,201,0,30,60,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.5,1.0,1.0,2.0,2.0,0.0,2.0,1.5
95,Maddie,202,0,30,60,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.5,2.0,1.0,2.0,1.0,0.0,2.0,1.5
96,Maddie,203,0,30,60,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.75,3.0,1.0,2.0,1.0,0.0,0.0,1.75
97,Maddie,204,0,30,60,4.0,3.0,2.0,1.0,0.0,2.0,2.5,4.0,4.0,3.0,2.0,0.0,2.0,3.25,4.0,4.0,4.0,2.0,0.0,2.0,3.5
98,Maddie,205,0,30,60,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.25,1.0,1.0,2.0,2.0,0.0,2.0,1.5
99,Maddie,206,0,30,60,2.0,1.0,2.0,1.0,0.0,2.0,1.5,3.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0
100,Maddie,207,0,30,60,3.0,1.0,3.0,1.0,0.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,2.0,2.75,4.0,1.0,4.0,2.0,0.0,2.0,2.75
101,Maddie,208,0,30,60,3.0,3.0,3.0,1.0,1.0,2.0,2.5,4.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0
102,Maddie,209,0,30,60,1.0,2.0,2.0,1.0,0.0,2.0,1.5,2.0,3.0,2.0,2.0,0.0,2.0,2.25,2.0,3.0,2.0,2.0,0.0,2.0,2.25
103,Maddie,210,0,30,60,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
104,Maddie,411,0,30,60,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.75,2.0,2.0,2.0,2.0,0.0,0.0,2.0
105,Maddie,410,0,30,60,1.0,3.0,2.0,1.0,0.0,2.0,1.75,2.0,3.0,3.0,1.0,0.0,2.0,2.25,3.0,4.0,3.0,2.0,0.0,2.0,3.0
106,Maddie,409,0,30,60,2.0,2.0,3.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,2.0,2.5,4.0,3.0,3.0,2.0,0.0,2.0,3.0
107,Maddie,408,0,30,60,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.75,1.0,4.0,3.0,3.0,0.0,2.0,2.75
108,Maddie,407,0,30,60,1.0,1.0,2.0,1.0,0.0,2.0,1.25,1.0,1.0,2.0,1.0,0.0,0.0,1.25,1.0,1.0,3.0,1.0,0.0,1.0,1.5
109,Maddie,406,0,30,60,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.5,1.0,1.0,3.0,1.0,0.0,1.0,1.5
110,Maddie,405,0,30,60,1.0,2.0,1.0,1.0,0.0,2.0,1.25,1.0,2.0,2.0,2.0,0.0,2.0,1.75,1.0,2.0,2.0,2.0,0.0,0.0,1.75
111,Maddie,404,0,30,60,3.0,1.0,1.0,2.0,0.0,2.0,1.75,4.0,3.0,3.0,3.0,0.0,2.0,3.25,4.0,3.0,4.0,4.0,0.0,0.0,3.75
112,Maddie,403,0,30,60,3.0,1.0,3.0,1.0,0.0,2.0,2.0,4.0,1.0,4.0,2.0,0.0,2.0,2.75,4.0,1.0,5.0,4.0,0.0,2.0,3.5
113,Maddie,402,0,30,60,2.0,1.0,3.0,1.0,0.0,2.0,1.75,3.0,2.0,3.0,1.0,0.0,2.0,2.25,3.0,2.0,3.0,2.0,0.0,2.0,2.5
114,Maddie,401,0,30,60,3.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,1.0,3.0,2.0,0.0,2.0,2.5,4.0,1.0,3.0,2.0,0.0,0.0,2.5
115,Maddie,301,0,30,60,1.0,1.0,2.0,1.0,0.0,0.0,1.25,2.0,1.0,3.0,1.0,0.0,0.0,1.75,3.0,1.0,3.0,3.0,0.0,0.0,2.5
116,Maddie,302,0,30,60,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,1.75,3.0,1.0,3.0,3.0,0.0,0.0,2.5
117,Maddie,303,0,30,60,1.0,1.0,3.0,1.0,0.0,2.0,1.5,1.0,1.0,4.0,3.0,0.0,2.0,2.25,3.0,1.0,4.0,3.0,0.0,2.0,2.75
118,Maddie,304,0,30,60,4.0,3.0,3.0,3.0,0.0,2.0,3.25,4.0,3.0,4.0,4.0,0.0,2.0,3.75,5.0,3.0,4.0,4.0,0.0,2.0,4.0
119,Maddie,305,0,30,60,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.75,2.0,2.0,1.0,2.0,0.0,1.0,1.75
120,Maddie,306,0,30,60,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.5,2.0,1.0,2.0,1.0,0.0,2.0,1.5
121,Maddie,307,0,30,60,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.25,3.0,1.0,2.0,2.0,0.0,2.0,2.0
