Subject Name,Tooth ID,Day,Rostral ,Buccal ,Distal,Palatal,Gingivial Recession,Bleeding Assessment
Kirby,202,30,3,1,2,1,0,2
Kirby,202,60,1,1,1,1,0,2
Kirby,203,0,4,1,1,3,0,2
Kirby,203,30,4,1,1,2,0,2
Kirby,203,60,1,1,1,1,0,2
Kirby,204,0,4,3,4,4,0,2
Kirby,204,30,4,3,4,4,0,2
Kirby,204,60,4,3,4,3,0,2
Kirby,205,0,3,2,2,3,0,2
Kirby,205,30,2,1,1,2,0,2
Kirby,205,60,2,1,2,1,0,2
Kirby,206,0,3,3,1,2,0,2
Kirby,206,30,2,1,1,3,0,2
Kirby,206,60,1,1,1,3,0,2
Kirby,207,0,3,1,3,2,0,2
Kirby,207,30,3,1,3,2,0,2
Kirby,207,60,3,1,3,2,0,2
Kirby,208,0,3,2,2,3,0,2
Kirby,208,30,3,3,1,2,0,2
Kirby,208,60,3,3,2,2,0,2
Kirby,209,0,2,3,3,3,0,2
Kirby,209,30,2,2,2,3,0,2
Kirby,209,60,2,2,2,1,0,2
Kirby,210,0,3,3,3,3,0,2
Kirby,210,30,2,2,2,2,0,2
Kirby,210,60,1,1,1,1,0,2
Kirby,411,0,3,2,2,2,0,1
Kirby,411,30,2,2,2,2,0,2
Kirby,411,60,2,2,2,2,0,2
Kirby,410,0,2,2,3,1,0,2
Kirby,410,30,3,2,2,1,0,2
Kirby,410,60,2,2,2,2,0,2
Kirby,409,0,3,1,3,1,0,2
Kirby,409,30,1,1,3,1,0,2
Kirby,409,60,1,1,2,1,0,2
Kirby,408,0,2,1,5,4,0,2
Kirby,408,30,1,1,4,4,0,2
Kirby,408,60,1,1,4,3,0,2
Kirby,407,0,2,1,3,1,0,2
Kirby,407,30,2,1,2,1,0,1
Kirby,407,60,1,1,1,1,0,2
Kirby,406,0,3,1,2,1,0,2
Kirby,406,30,1,1,1,1,0,2
Kirby,406,60,1,1,1,1,0,2
Kirby,405,0,3,1,2,3,0,2
Kirby,405,30,2,1,1,3,0,2
Kirby,405,60,1,1,1,1,0,2
Kirby,404,0,3,3,4,2,0,2
Kirby,404,30,3,2,3,2,0,2
Kirby,404,60,2,1,1,1,0,2
Kirby,403,0,4,1,3,3,0,2
Kirby,403,30,4,1,3,3,0,2
Kirby,403,60,2,1,1,2,0,2
Kirby,402,0,4,1,3,2,0,2
Kirby,402,30,4,1,2,1,0,2
Kirby,402,60,3,1,2,1,0,2
Kirby,401,0,3,1,4,3,0,2
Kirby,401,30,3,1,4,3,0,0
Kirby,401,60,1,1,1,3,0,2
Kirby,301,0,2,1,3,1,0,2
Kirby,301,30,2,1,3,3,0,0
Kirby,301,60,1,1,2,2,0,0
Kirby,302,0,3,1,3,1,0,2
Kirby,302,30,3,1,3,1,0,2
Kirby,302,60,1,1,2,1,0,2
Kirby,303,0,3,2,4,2,0,2
Kirby,303,30,1,1,3,2,0,2
Kirby,303,60,2,1,2,2,0,2
Kirby,304,0,4,3,4,4,0,2
Kirby,304,30,4,3,4,2,0,2
Kirby,304,60,3,2,3,2,0,2
Kirby,305,0,3,1,3,3,0,2
Kirby,305,30,2,1,2,2,0,2
Kirby,305,60,2,1,1,1,0,2
Kirby,306,0,3,1,2,1,0,2
Kirby,306,30,3,1,1,1,0,2
Kirby,306,60,2,1,1,1,0,2
Kirby,307,0,1,1,2,2,0,2
Kirby,307,30,1,1,2,2,0,2
Kirby,307,60,1,1,1,1,0,2
Kirby,308,0,2,1,4,3,0,2
Kirby,308,30,1,1,3,3,0,2
Kirby,308,60,1,1,2,3,0,2
Kirby,309,0,2,1,2,1,0,2
Kirby,309,30,1,1,2,1,0,2
Kirby,309,60,1,1,1,1,0,2
Kirby,310,0,1,1,3,1,0,2
Kirby,310,30,1,1,3,1,0,2
Kirby,310,60,1,1,2,1,0,2
Kirby,311,0,2,1,1,1,0,2
Kirby,311,30,1,1,1,1,0,2
Kirby,311,60,1,1,1,1,0,2
Joy,110,0,1,1,1,1,0,2
Joy,110,30,1,1,1,1,0,2
Joy,110,60,2,2,2,1,0,2
Joy,109,0,3,2,2,3,0,2
Joy,109,30,3,2,2,2,0,2
Joy,109,60,3,2,1,1,0,2
Joy,108,0,3,3,4,1,0,2
Joy,108,30,3,2,3,1,0,2
Joy,108,60,3,1,2,1,0,2
Joy,107,0,3,1,4,2,0,2
Joy,107,30,3,1,3,1,0,2
Joy,107,60,3,1,3,1,0,2
Joy,106,0,2,1,2,3,0,2
Joy,106,30,1,1,1,3,0,2
Joy,106,60,1,1,1,1,0,2
Joy,105,0,1,1,1,3,0,2
Joy,105,30,1,1,1,2,0,2
Joy,105,60,1,1,1,1,0,2
Joy,104,0,3,3,3,1,0,2
Joy,104,30,3,2,2,1,0,2
Joy,104,60,3,2,2,1,0,2
Joy,103,0,4,1,2,2,0,2
Joy,103,30,2,1,2,1,0,2
Joy,103,60,2,1,1,1,0,2
Joy,102,0,3,1,3,3,0,2
Joy,102,30,3,1,3,3,0,2
Joy,102,60,1,1,2,2,0,2
Joy,101,0,4,1,2,3,0,2
Joy,101,30,3,1,1,3,0,2
Joy,101,60,2,1,1,2,0,2
Joy,201,0,3,1,3,3,0,2
Joy,201,30,3,1,2,1,0,2
Joy,201,60,2,1,1,1,0,2
Joy,202,0,3,1,3,3,0,2
Joy,202,30,3,1,3,3,0,2
Joy,202,60,2,1,2,1,0,2
Joy,203,0,4,1,1,1,0,2
Joy,203,30,3,1,1,1,0,2
Joy,203,60,5,4,2,2,0,2
Joy,204,0,4,4,4,3,0,2
Joy,204,30,4,3,4,2,0,2
Joy,204,60,3,3,2,1,0,2
Joy,205,0,1,2,3,2,0,2
Joy,205,30,1,1,1,2,0,2
Joy,205,60,1,1,1,2,0,2
Joy,206,0,2,1,3,3,0,2
Joy,206,30,2,1,2,2,0,2
Joy,206,60,2,1,1,2,0,2
Joy,207,0,3,1,3,2,0,2
Joy,207,30,3,1,3,2,0,2
Joy,207,60,2,1,2,1,0,2
Joy,208,0,3,3,2,1,0,2
Joy,208,30,2,2,1,1,0,2
Joy,208,60,1,1,1,1,0,2
Joy,209,0,3,3,2,3,0,2
Joy,209,30,2,2,2,3,0,2
Joy,209,60,2,2,2,3,0,2
Joy,210,0,1,1,1,1,0,2
Joy,210,30,1,1,1,1,0,0
Joy,210,60,1,1,1,1,0,0
Joy,411,0,1,1,1,1,0,1
Joy,411,30,1,1,1,1,0,0
Joy,411,60,1,1,1,1,0,1
Joy,410,0,2,2,1,1,0,2
Joy,410,30,2,2,1,1,0,2
Joy,410,60,1,1,1,1,0,2
Joy,409,0,3,2,2,1,0,2
Joy,409,30,1,2,2,1,0,2
Joy,409,60,1,1,1,1,0,2
Joy,408,0,1,1,3,2,0,2
Joy,408,30,1,1,3,2,0,2
Joy,408,60,1,1,3,2,0,2
Joy,407,0,1,1,1,1,0,2
Joy,407,30,1,1,1,1,0,2
Joy,407,60,1,1,1,1,0,2
Joy,406,0,3,1,1,1,0,2
Joy,406,30,2,1,1,1,0,2
Joy,406,60,1,1,1,1,0,2
Joy,405,0,2,1,3,1,0,1
Joy,405,30,1,1,1,1,0,2
Joy,405,60,1,1,1,1,0,2
Joy,404,0,5,2,3,3,0,2
Joy,404,30,4,2,3,1,0,2
Joy,404,60,4,1,2,1,0,2
Joy,403,0,4,2,5,4,0,2
Joy,403,30,4,1,4,3,0,2
Joy,403,60,3,1,4,3,0,2
Joy,402,0,4,2,4,3,0,2
Joy,402,30,4,1,3,3,0,2
Joy,402,60,4,1,3,2,0,2
Joy,401,0,3,1,4,3,0,2
Joy,401,30,3,1,3,1,0,2
Joy,401,60,3,1,3,1,0,2
Joy,301,0,3,2,3,3,0,2
Joy,301,30,3,1,2,3,0,2
Joy,301,60,2,1,2,2,0,2
Joy,302,0,3,1,4,3,0,2
Joy,302,30,3,1,4,3,0,2
Joy,302,60,2,1,4,2,0,2
Joy,303,0,4,2,4,4,0,2
Joy,303,30,3,1,3,3,0,2
Joy,303,60,3,1,3,3,0,2
Joy,304,0,5,3,4,3,0,2
Joy,304,30,4,2,2,2,0,2
Joy,304,60,4,2,1,1,0,2
Joy,305,0,2,2,3,2,0,2
Joy,305,30,1,2,3,1,0,0
Joy,305,60,1,1,1,1,0,2
Joy,306,0,3,1,1,2,0,2
Joy,306,30,3,1,1,1,0,2
Joy,306,60,1,1,1,1,0,2
Joy,307,0,1,1,2,1,0,2
Joy,307,30,1,1,1,1,0,2
Joy,307,60,1,1,1,1,0,2
Joy,308,0,2,1,5,4,0,2
Joy,308,30,1,1,4,4,0,2
Joy,308,60,1,1,4,3,0,2
Joy,309,0,3,1,2,1,0,2
Joy,309,30,2,1,1,1,0,2
Joy,309,60,1,1,1,1,0,2
Joy,310,0,1,1,1,1,0,2
Joy,310,30,1,1,1,1,0,0
Joy,310,60,1,1,1,1,0,2
Joy,311,0,1,1,1,1,0,2
Joy,311,30,1,1,1,1,0,0
Joy,311,60,1,1,1,1,0,0
Camila,110,0,2,2,2,1,0,2
Camila,110,30,2,1,2,1,0,2
Camila,110,60,1,1,1,1,0,2
Camila,109,0,1,2,2,2,0,2
Camila,109,30,1,2,2,1,0,2
Camila,109,60,1,1,2,1,0,2
Camila,108,0,4,2,1,4,1,2
Camila,108,30,4,2,1,4,1,2
Camila,108,60,3,1,1,4,1,2
Camila,107,0,4,3,4,4,1,2
Camila,107,30,4,2,3,4,1,2
Camila,107,60,4,2,3,4,1,2
Camila,106,0,4,3,3,5,1,2
Camila,106,30,4,3,3,5,1,2
Camila,106,60,4,1,2,4,1,2
Camila,105,0,3,1,3,2,0,2
Camila,105,30,3,1,3,2,0,2
Camila,105,60,3,1,3,2,0,2
Camila,104,0,3,3,3,2,0,2
Camila,104,30,3,2,3,2,0,2
Camila,104,60,1,1,1,2,0,1
Camila,103,0,1,1,1,1,0,2
Camila,103,30,1,1,1,1,0,2
Camila,103,60,1,1,1,1,0,2
Camila,102,0,2,1,2,1,0,2
Camila,102,30,2,1,2,1,0,2
Camila,102,60,1,1,1,1,0,2
Camila,101,0,2,1,1,2,0,2
Camila,101,30,2,1,1,2,0,2
Camila,101,60,1,1,1,2,0,2
Camila,201,0,2,3,1,3,0,2
Camila,201,30,2,1,1,3,0,2
Camila,201,60,1,1,1,2,0,2
Camila,202,0,3,1,2,2,0,2
Camila,202,30,3,1,2,1,0,2
Camila,202,60,1,1,1,1,0,2
Camila,203,0,1,1,1,2,0,2
Camila,203,30,1,1,1,1,0,2
Camila,203,60,1,1,1,1,0,2
Camila,204,0,3,3,3,2,0,2
Camila,204,30,3,3,3,2,0,2
Camila,204,60,2,2,3,2,0,2
Camila,205,0,1,1,2,1,0,2
Camila,205,30,1,1,1,1,0,2
Camila,205,60,1,1,2,1,0,2
Camila,206,0,2,1,4,3,0,2
Camila,206,30,1,1,3,3,0,2
Camila,206,60,1,1,3,1,0,2
Camila,207,0,6,3,4,5,2,2
Camila,207,30,6,3,2,4,2,2
Camila,207,60,6,2,2,1,2,2
Camila,208,0,6,3,1,7,1,2
Camila,208,30,5,2,2,7,1,2
Camila,208,60,5,1,2,6,1,2
Camila,209,0,1,2,2,3,0,2
Camila,209,30,1,2,1,1,0,2
Camila,209,60,2,2,2,1,0,2
Camila,210,0,5,,,1,0,2
Camila,210,30,5,1,1,1,0,2
Camila,210,60,5,2,2,1,0,2
Camila,411,0,2,3,2,2,0,2
Camila,411,30,2,2,2,2,0,2
Camila,411,60,1,2,2,2,0,2
Camila,410,0,7,6,7,6,1,2
Camila,410,30,6,5,7,5,1,2
Camila,410,60,5,6,6,5,0,2
Camila,409,0,1,3,3,2,0,2
Camila,409,30,1,2,3,1,0,2
Camila,409,60,1,2,2,1,0,2
Camila,408,0,1,1,5,5,0,2
Camila,408,30,1,1,5,4,0,2
Camila,408,60,1,1,4,4,0,2
Camila,407,0,1,1,3,1,0,2
Camila,407,30,1,1,3,1,0,2
Camila,407,60,1,1,3,1,0,2
Camila,406,0,1,1,4,3,0,2
Camila,406,30,1,1,3,3,0,2
Camila,406,60,1,1,3,3,0,2
Camila,405,0,1,1,1,1,0,1
Camila,405,30,1,1,1,1,0,0
Camila,405,60,1,1,1,1,0,1
Camila,404,0,3,3,3,2,0,2
Camila,404,30,3,2,3,2,0,0
Camila,404,60,3,1,2,1,0,2
Camila,403,0,3,1,3,1,0,2
Camila,403,30,3,1,2,1,0,2
Camila,403,60,3,1,1,1,0,2
Camila,402,0,4,3,4,2,0,2
Camila,402,30,3,3,4,2,0,2
Camila,402,60,3,1,3,2,0,2
Camila,401,0,3,1,2,4,0,2
Camila,401,30,2,1,2,4,0,2
Camila,401,60,2,1,1,2,0,0
Camila,301,0,4,1,3,2,0,2
Camila,301,30,4,1,3,2,0,0
Camila,301,60,3,1,3,1,0,0
Camila,302,0,3,1,3,1,0,2
Camila,302,30,3,1,3,1,0,2
Camila,302,60,2,1,2,1,0,2
Camila,303,0,2,2,4,1,0,2
Camila,303,30,3,2,4,2,0,2
Camila,303,60,1,1,2,1,0,2
Camila,304,0,4,3,3,1,0,2
Camila,304,30,3,3,3,2,0,2
Camila,304,60,3,3,3,2,0,0
Camila,305,0,1,1,1,1,0,2
Camila,305,30,1,1,1,1,0,2
Camila,305,60,1,1,1,1,0,1
Camila,306,0,1,1,1,1,0,2
Camila,306,30,1,1,1,1,0,2
Camila,306,60,1,1,1,1,0,1
Camila,307,0,1,1,1,1,0,2
Camila,307,30,1,1,1,1,0,2
Camila,307,60,1,1,1,1,0,2
Camila,308,0,1,1,6,9,2,2
Camila,308,30,1,1,6,6,2,2
Camila,308,60,1,1,5,6,2,2
Camila,309,0,3,1,2,1,0,2
Camila,309,30,3,1,2,1,0,2
Camila,309,60,3,1,1,1,0,2
Camila,310,0,3,1,1,1,0,2
Camila,310,30,2,1,1,1,0,2
Camila,310,60,1,1,1,1,0,2
Camila,311,0,1,1,1,1,0,2
Camila,311,30,1,1,1,1,0,2
Camila,311,60,1,1,1,1,0,1
Madison,110,0,2,1,1,1,0,2
Madison,110,30,2,1,1,1,0,2
Madison,110,60,2,1,1,1,0,2
Madison,109,0,3,3,3,2,0,2
Madison,109,30,5,4,4,3,0,2
Madison,109,60,4,3,3,1,0,2
Madison,108,0,3,1,1,3,0,2
Madison,108,30,2,1,1,1,0,2
Madison,108,60,1,1,1,1,0,2
Madison,107,0,2,1,3,2,0,2
Madison,107,30,1,1,3,1,0,2
Madison,107,60,1,1,1,1,0,2
Madison,106,0,2,1,2,1,0,2
Madison,106,30,2,1,1,1,0,2
Madison,106,60,1,1,1,1,0,2
Madison,105,0,1,3,2,3,0,2
Madison,105,30,1,3,2,2,0,2
Madison,105,60,1,2,2,1,0,2
Madison,104,0,4,4,3,4,0,2
Madison,104,30,4,4,3,3,0,2
Madison,104,60,4,4,3,2,0,1
Madison,103,0,3,2,1,2,0,2
Madison,103,30,2,1,1,1,0,2
Madison,103,60,2,1,1,1,0,2
Madison,102,0,1,1,4,2,0,2
Madison,102,30,1,1,1,1,0,2
Madison,102,60,1,1,1,1,0,2
Madison,101,0,4,1,3,3,0,2
Madison,101,30,3,1,3,2,0,2
Madison,101,60,1,1,1,1,0,2
Madison,201,0,1,1,1,2,0,2
Madison,201,30,1,1,1,2,0,2
Madison,201,60,1,1,1,2,0,2
Madison,202,0,4,2,2,3,0,2
Madison,202,30,2,1,1,2,0,2
Madison,202,60,1,1,1,2,0,2
Madison,203,0,3,1,1,2,0,2
Madison,203,30,2,1,1,2,0,2
Madison,203,60,2,1,1,1,0,2
Madison,204,0,5,4,4,3,0,2
Madison,204,30,4,4,3,3,0,2
Madison,204,60,4,4,3,2,0,2
Madison,205,0,2,3,3,3,0,2
Madison,205,30,2,2,2,3,0,2
Madison,205,60,1,2,1,2,0,2
Madison,206,0,2,1,2,2,0,2
Madison,206,30,1,1,1,1,0,2
Madison,206,60,1,1,1,1,0,2
Madison,207,0,2,1,3,2,0,2
Madison,207,30,2,1,2,1,0,2
Madison,207,60,1,1,2,1,0,2
Madison,208,0,3,1,3,3,0,2
Madison,208,30,2,1,2,3,0,2
Madison,208,60,2,1,2,1,0,2
Madison,209,0,3,2,3,3,0,1
Madison,209,30,2,2,2,1,0,1
Madison,209,60,1,2,1,1,0,2
Madison,210,0,1,1,1,1,0,1
Madison,210,30,1,1,1,1,0,0
Madison,210,60,1,1,1,1,0,0
Madison,411,0,2,2,2,1,0,0
Madison,411,30,2,2,2,1,0,2
Madison,411,60,2,2,2,1,0,0
Madison,410,0,2,2,2,1,0,2
Madison,410,30,2,2,2,1,0,2
Madison,410,60,2,2,2,1,0,2
Madison,409,0,3,3,4,1,0,2
Madison,409,30,2,2,3,1,0,2
Madison,409,60,2,2,3,1,0,2
Madison,408,0,1,1,4,4,0,2
Madison,408,30,1,1,4,3,0,2
Madison,408,60,1,1,3,3,0,2
Madison,407,0,2,1,3,1,0,2
Madison,407,30,1,1,3,1,0,2
Madison,407,60,1,1,1,1,0,2
Madison,406,0,3,1,3,2,0,2
Madison,406,30,2,1,2,1,0,2
Madison,406,60,1,1,2,1,0,2
Madison,405,0,3,2,3,2,0,2
Madison,405,30,1,1,2,2,0,2
Madison,405,60,1,1,2,1,0,2
Madison,404,0,4,3,3,3,0,2
Madison,404,30,4,3,1,2,0,2
Madison,404,60,1,2,1,1,0,2
Madison,403,0,4,1,4,3,0,2
Madison,403,30,4,1,3,2,0,2
Madison,403,60,3,1,3,2,0,0
Madison,402,0,4,1,3,3,0,2
Madison,402,30,3,1,3,3,0,2
Madison,402,60,3,1,1,3,0,2
Madison,401,0,3,1,3,3,0,2
Madison,401,30,3,1,1,3,0,2
Madison,401,60,2,1,1,3,0,2
Madison,301,0,1,1,3,3,0,2
Madison,301,30,1,1,3,2,0,0
Madison,301,60,1,1,2,1,0,0
Madison,302,0,4,1,4,3,0,2
Madison,302,30,2,1,3,3,0,0
Madison,302,60,2,1,3,3,0,0
Madison,303,0,3,1,4,3,0,2
Madison,303,30,3,1,3,3,0,2
Madison,303,60,3,1,1,2,0,2
Madison,304,0,4,4,4,3,0,2
Madison,304,30,4,3,4,3,0,2
Madison,304,60,4,3,2,3,0,0
Madison,305,0,3,3,3,2,0,2
Madison,305,30,1,2,3,1,0,0
Madison,305,60,1,2,1,1,0,0
Madison,306,0,3,1,3,3,0,2
Madison,306,30,1,1,3,3,0,2
Madison,306,60,1,1,2,2,0,2
Madison,307,0,3,1,3,2,0,2
Madison,307,30,3,1,3,2,0,2
Madison,307,60,2,1,2,2,0,1
Madison,308,0,3,1,4,4,0,2
Madison,308,30,1,1,4,4,0,2
Madison,308,60,1,1,3,3,0,1
Madison,309,0,3,1,2,2,0,2
Madison,309,30,2,1,1,1,0,2
Madison,309,60,1,1,1,1,0,2
Madison,310,0,1,1,1,1,0,2
Madison,310,30,1,1,1,1,0,2
Madison,310,60,1,1,1,1,0,2
Madison,311,0,1,1,1,1,0,1
Madison,311,30,1,1,1,1,0,0
Madison,311,60,1,1,1,1,0,0
Abby,110,0,1,1,1,1,0,0
Abby,110,30,1,1,1,1,0,2
Abby,110,60,1,1,1,1,0,2
Abby,109,0,2,2,2,3,0,2
Abby,109,30,3,3,2,2,1,2
Abby,109,60,3,3,3,4,0,2
Abby,108,0,3,2,2,2,0,2
Abby,108,30,3,3,3,3,0,2
Abby,108,60,3,3,2,3,0,2
Abby,107,0,3,2,2,2,0,2
Abby,107,30,3,3,3,3,0,2
Abby,107,60,3,3,2,3,0,2
Abby,106,0,3,2,2,2,0,2
Abby,106,30,3,3,3,3,0,2
Abby,106,60,3,3,2,3,0,2
Abby,105,0,2,2,2,2,0,2
Abby,105,30,2,1,2,2,0,2
Abby,105,60,1,1,2,1,0,2
Abby,104,0,4,3,4,3,0,2
Abby,104,30,4,2,2,3,0,2
Abby,104,60,4,2,2,2,0,2
Abby,103,0,4,2,1,2,0,2
Abby,103,30,3,1,1,2,0,2
Abby,103,60,3,1,1,1,0,2
Abby,102,0,3,1,4,2,0,2
Abby,102,30,1,1,3,2,0,2
Abby,102,60,1,1,1,2,0,2
Abby,101,0,3,2,2,3,0,2
Abby,101,30,3,1,2,2,0,1
Abby,101,60,1,1,1,2,0,2
Abby,201,0,3,3,3,3,0,2
Abby,201,30,2,1,1,2,0,2
Abby,201,60,2,1,1,2,0,2
Abby,202,0,4,2,2,2,0,2
Abby,202,30,3,1,1,1,0,2
Abby,202,60,2,1,1,1,0,2
Abby,203,0,4,2,1,3,0,2
Abby,203,30,3,1,1,2,0,2
Abby,203,60,2,1,1,2,0,2
Abby,204,0,4,4,4,3,0,2
Abby,204,30,4,2,4,3,0,1
Abby,204,60,4,2,4,3,0,2
Abby,205,0,2,1,2,1,0,2
Abby,205,30,1,1,1,1,0,2
Abby,205,60,1,1,1,1,0,2
Abby,206,0,2,1,2,2,0,2
Abby,206,30,1,1,2,1,0,2
Abby,206,60,1,1,1,1,0,2
Abby,207,0,3,1,3,3,0,2
Abby,207,30,3,1,2,2,0,2
Abby,207,60,3,1,2,2,0,2
Abby,208,0,3,2,4,3,0,2
Abby,208,30,2,2,4,3,0,2
Abby,208,60,2,2,4,2,0,2
Abby,209,0,4,3,3,3,0,2
Abby,209,30,3,2,2,2,0,2
Abby,209,60,3,2,2,2,0,2
Abby,210,0,2,2,2,2,0,2
Abby,210,30,1,1,1,1,0,0
Abby,210,60,1,1,1,1,0,1
Abby,411,0,3,3,3,3,0,2
Abby,411,30,3,3,2,1,0,2
Abby,411,60,3,2,1,1,0,2
Abby,410,0,4,3,3,3,0,2
Abby,410,30,4,2,2,1,0,2
Abby,410,60,4,2,2,1,0,2
Abby,409,0,3,3,3,3,0,2
Abby,409,30,2,2,3,3,0,2
Abby,409,60,2,2,2,2,0,2
Abby,408,0,4,2,5,4,0,2
Abby,408,30,1,2,4,4,0,2
Abby,408,60,1,1,3,4,0,2
Abby,407,0,3,1,3,3,0,2
Abby,407,30,3,1,3,1,0,1
Abby,407,60,2,1,2,1,0,2
Abby,406,0,4,1,3,3,0,2
Abby,406,30,2,1,3,1,0,1
Abby,406,60,1,1,2,2,0,2
Abby,405,0,2,1,3,2,0,2
Abby,405,30,1,1,2,2,0,2
Abby,405,60,1,1,2,2,0,2
Abby,404,0,4,3,4,4,0,2
Abby,404,30,4,3,4,3,0,2
Abby,404,60,4,3,3,2,0,2
Abby,403,0,4,2,4,3,0,2
Abby,403,30,3,2,4,3,0,2
Abby,403,60,3,1,3,3,0,2
Abby,402,0,4,1,4,3,0,2
Abby,402,30,3,1,3,3,0,2
Abby,402,60,2,1,3,2,0,2
Abby,401,0,4,1,2,3,0,0
Abby,401,30,4,1,2,3,0,2
Abby,401,60,4,1,1,2,0,0
Abby,301,0,4,1,3,3,0,2
Abby,301,30,4,1,3,3,0,2
Abby,301,60,2,1,3,2,0,2
Abby,302,0,3,1,3,3,0,2
Abby,302,30,3,1,3,2,0,2
Abby,302,60,2,1,3,1,0,2
Abby,303,0,3,2,4,3,0,2
Abby,303,30,3,2,4,2,0,2
Abby,303,60,1,1,3,1,0,2
Abby,304,0,4,4,4,3,0,2
Abby,304,30,4,3,4,2,0,1
Abby,304,60,4,2,4,2,0,2
Abby,305,0,2,1,1,2,0,2
Abby,305,30,1,1,1,2,0,2
Abby,305,60,1,1,1,2,0,2
Abby,306,0,3,1,3,3,0,2
Abby,306,30,3,1,3,2,0,2
Abby,306,60,3,1,3,2,0,2
Abby,307,0,3,1,3,3,0,2
Abby,307,30,3,1,3,2,0,2
Abby,307,60,2,1,2,2,0,2
Abby,308,0,3,1,9,10,0,2
Abby,308,30,3,1,7,10,0,2
Abby,308,60,1,1,3,9,0,2
Abby,309,0,3,1,4,6,0,2
Abby,309,30,1,1,3,4,0,2
Abby,309,60,1,1,3,1,0,2
Abby,310,0,5,4,2,5,0,2
Abby,310,30,5,3,2,4,0,2
Abby,310,60,4,3,2,2,0,2
Abby,311,0,1,1,1,1,0,2
Abby,311,30,1,1,1,1,0,0
Abby,311,60,1,1,1,1,0,1
